Country,rating,contract,is_employed,job,city,date,comment
France,5.0,,False,Chargée d'accueil en banque,Auch ,2021,"Très bon suivi du personnel de la part de la direction du DA, du DR et du DRH
Points positifs
Carte restaurant, bonne mutuelle
Points négatifs
Suppression des chargés (ées) d’accueil par des alternants
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,chèques non encaissés,Rueil malmaison,2021,"Entreprise axdu mal a recruter des bons collaborateurs
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Conseiller clientèle,Marseille ,2021,"15 ans passés à servir des supérieurs qui n’ont aucun respect pour leurs employés. Si travailler porte ses fruits alors la SG n’est pas un arbre mais une mauvaise herbe.
Points positifs
La clim l’été
Points négatifs
Salaires ridicules, pression, non respect des clients, black listé au moindre écart
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Chargée d'accueil,Nantes ,2021,"Belle expérience dans cette entreprise, mais malheureusement n embauche pas a long terme.
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Conseiller de Clientèle,Marseille ,2021,"A mon entrée à la SG le mot d'ordre était tu vas au CRCM sinon tu resteras à l'accueil toute ta vie. Pout faire de toi un vrai conseiller.
On quitte sa vie, ses amis, et avec le partenaire dédié à la mutation qui mute et loge ""normalement"". Nous croyons avoir un partenaire à la hauteur et rien ne va. Dessous de table entre agences immobilières et les équipes de ML, pré-visites jamais faites, aucun conseil alors que nous devons remplir un cahier des charges précis. De visites en visites, rien n'est fait. Rien n'est respecté et on tombe au bout du bout après 20 visites sur une maison insalubre à Gardanne. Et c'est la descente aux enfers. Retrait agrément assistante maternelle pour ma femme à cause de cette insalubrité. Chaudière qui rejette 880 PPM de monoxyde de carbone au lieu de 350 maxi autorisé et notre fils de 18 mois est au sol marche à 4 pattes..12/13 ° l'hiver. Pas de volet modérateur, fuite dans le conduit des gaz, sal paître etc. Arrêts maladies et notre vie a pris un tournant inimaginable. Plus d'économie durement mise de côtés, Tous ça à cause de pression mis sur ses collègues par la RH à Nice pour aller au CRCM. J'ai rencontré des collaborateurs extraordinaires qui sont devenus des amis, des RRHL extra, d'autres spécialement des femmes sont des ""killeuses"" d'hommes. Pression commercial en proportion des revenus variables et produits vendus proche de l'indécent. Conseillers très souvent formatés SG, aucune aide en cas de souci perso, financiers, pro, c'est chacun pour soi.. Des affaires en veux tu, une Direction générale qui navigue dans un univers bien loin des
Points positifs
Difficultés. Conformités. formation. CE
Points négatifs
Mutations. Prise de poste. Pression commerciale. Salaires. Femmes RA à la limite de la limite.
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Assistante administrative / Centre de la relation client,Nanterre ,2021,"Simple et efficace.
En open space mais pas de gêne particulier.
Très beaux locaux. A déménager depuis
Points positifs
Management - Collègues gentils - Disponible -
Points négatifs
Cantine
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Chargée d'accueil,Rennes ,2021,"Expérience riche en apprentissage je recommande cet agence les PDG sont très à l’écoute
Points positifs
Titre restaurant
Points négatifs
Y’a pas
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Chargé KYC,Littoral,2021,"Tout est parfait, allant du développement professionnel que personnel.
Points positifs
Évolution de carrière
Points négatifs
Souvent stressent
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseillère commerciale,Nanterre,2021,"Après 5 ans d'expérience dans une entreprise où tout se joue entre des managers qui selon moi n'ont pas les compétences.
Une mentalité déplorable dans un environnement peu enclin à la diversité et à l'ouverture d'esprit.
Si vous souhaitez travailler dans une société qui saura privilégier votre professionnalisme je vous conseille de passer votre chemin et de viser ailleurs. C'est bien dommage pour une société comme celle-ci.
Points positifs
Nouveaux locaux
Points négatifs
Locaux sans eau chaude car la société ne pense pas nécessairement au bien-être de ses employés
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Conseiller clientèle,Paray-le-Monial ,2021,"J'ai découvert une banque qui accuse un énorme retard niveau informatique, et quasiment aucune formation solide pour les conseillers.
Les logiciels datent d'une autre époque et les manipulations sont très laborieuses.
Les RH sont très axées sur le ""bouchage de trous"" dans des agences perdues au milieu de nulle part.
La rémunération est correcte sans plus, et n'attendez pas d'interessement significatif, il n'y en aura pas.
Points positifs
Autonomie un peu par la force des choses
Points négatifs
système obsolète au possible, rémunération basse
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Contracts Manager,"La Défense, Paris",2021,"French leader in derivative products, Societe Générale is a great place to learn about these exotic products and start a great career. Colleagues are loyal and friedly as well as the managers
Points positifs
Great work environment
Points négatifs
Short job contracts and frequent turnover
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,True,Conseiller commercial,Rueil-Malmaison ,2021,"Il n’y a pas de stress au travail, le manager est à l’écoute et présent pour son équipe, arrangeante quand aux CP et rtt qu’on veut poser.
Points positifs
Environnement, pas de pression, entente entre collaborateurs
Points négatifs
Pas bcp d’avantage, primes et autres, évolution quasi inexistante
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Charger de clientèle,Rueil-Malmaison ,2021,"Aucune comparaison envers les employés. Chacun pour soit... Faire des dossiers est la priorité de cette société.
On vous vend un post qui n'a rien à voir avec ce que vous faites et les formations ne vont absolument pas avec le travail à venir.Bien contente de l'avoir quittée
Points positifs
Il n'y en a pas
Points négatifs
Mise à part quelques bons collègues je ne retiens rien de bon
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseillère clientèle,Lyon ,2021,"Je déconseille à toute personne de postuler dans cette banque, une entreprise qui met la pression , qui fait semblant d’être là pour vous , qui met la pression non stop, les managers qui parlent très mal, qui vous forme absolument pas ,de ce qu’ils disent en début de formation , ils vendent du rêve alors que c’est un cauchemar, on ne peut demander aucune aide car sinon ils vous remballent, cette banque est un cauchemar, tout nouveaux arrivants ne font pas long feux dans cette boite. Formation catastrophique, employés très lunatiques et très froids. A déconseiller.
Points positifs
Rien
Points négatifs
Banque catastrophique
"
France,4.0,,False,Chargée d’accueil,Corbeil-Essonnes ,2021,"Pour ma part une agence avec beaucoup de dynamisme et des personnes qui sont prêtes à partager leurs expériences.
Une directrice comme on en trouve rarement très humaine et compréhensive qui est prête à intervenir au moindre problème que ce soit pour les collaborateurs ou les clients.
Je garde un très bon souvenir et ressentie de la société générale.
Points positifs
CE, ticket restaurant, intéressement, management
Points négatifs
Renouvellement des contrats tardive, mauvaise gestion de la RH
"
France,4.0,,True,Conseiller clientèle multimédia,Nanterre ,2021,"Entreprise dynamique qui nécessite du travail, mais qui sait récompenser le personnel investi. RSE déjà en place, respect des engagements et de la vie privée de chacun(e), rien à redire. Merci.
Points positifs
Environnement de travail exceptionnel
Points négatifs
Salaire peu évolutif mais pas faible non plus
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Technicien support utilisateurs,Clichy ,2021,"J'étais ravi de travailler avec un ensemble soutien en développement.
Points positifs
Cafétéria
Points négatifs
Rien
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Directeur d'agence bancaire,Neuilly-sur-Seine ,2021,"J’ai travaillé à la direction de Neuilly sur Seine, une très mauvaise expérience, la direction est malhonnête, mafieux et manipulateur. Aucun respect des collaborateurs. Une banque de mafia. Vraiment à fuir et surtout aucun avenir dans cette banque.
Points positifs
Aucun
Points négatifs
Tout est négatif
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseillère clientèle,Lyon ,2021,"On m'a donné des horaires qui n'étaient pas convenu à la base, a moi de m'adapter. Une responsable qui se vexe sous prétexte que je souhaite signer avec ""mon"" stylo en cette période épidémique, Et me hurle dessus que je devrais nettoyer mon bureau également. (Sympa, je suis juste là depuis 3 jours). En deux semaines il faut être performant et ne pas poser de questions, une erreur, et préparez vous à partir. Equipe hypocrite. Valeur SG ""innovation, culture du partage"" inexistant !!! Fuyez!
Points positifs
Centre ville
Points négatifs
Société Générale
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,True,Chargé de projet,Nanterre ,2021,"C’est une bonne entreprise pour commencer sa carrière et pourquoi pas évoluer, les missions sont intéressantes, la direction est à l’écoute et offre des perspectives.
Points positifs
Locaux, CE, Mutuelle
Points négatifs
Difficile de savoir ce que font les autres équipes de l’entreprise.
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,conseiller d'accueil,Nice ,2021,"En 2009 c'était il faut partir au crcm sinon tu resteras à l'accueil toute ta carrière.
Embauché pour mon parcours commercial dit atypique lié aux services, finalement jamais eu l'occasion de mettre en pratique mes atouts. Départ CRCM. Aucun accompagnement sérieux pire le partenaire mobilité est désastreux.
Aide aux choix des logements etc, rien n'y est . Bref. On laisse sa vie derrière soi.
A l'époque trop d'affaires qui nuisaient au travail et à l'image de la société. Ils souhaitent des commeriaux mais ne les rémunèrent pas comme tel.
Grosse pression commerciale. Certaines femme mettent une pression ahurissante à certain homme sous hiérarchisés. Appels du fond de l'agence par la RA au conseiller d'accueil à voix haute sans respect. Invective devant la clientèle. Journée comptable jetée au visage pour une erreur de caisse. Logiciels souvent en panne débranchement impossible devant clients. CRCM très formateur mais difficile. 110 appel jours. Ambiance jeune valorisation des acquis. Bonne base pour apprendre mais malheureusement peut-être pas pour y rester, les salaires sont un peu juste. Contrairement à la haute hiérarchie qui est la plus haute du secteur banque. Pas de valorisation du CCMM qui entre en agence alors que les compétences sont là. Dommage deux antités si distinctes. Quasiment pas de formation à l'arrivée en agence. Même avec coffres et caisses. La débrouille et après on voit.
Points positifs
comité d'entreprise valeur titres restaurants l'humain parfois
Points négatifs
logiciels salaires stress exigence
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Chargé d'exploitation,France,2021,"ALD est une entreprise qui vend du rêve, que ce soit aux clients ou aux salariés, aucun soutien lors d'un besoin de la part d'un salarié.
Le management est complètement dépassé, avec des méthodes de pressions dissimulés sur les employés ""à l'ancienne"", les difficultés sont très mal vues et on vous fait vite comprendre que vous n'êtes plus le bienvenu au moindre signe de faiblesse sur un sujet.
Points positifs
aucun
Points négatifs
trop
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,True,Conseillère à distance,Marseille ,2021,"Ambiance de travail au top qui fait un peu oublier la redondance du metier de teleconseiller travail a la chaine// je qualifie de l’usine des temps modernes environ 100 appels jours...0
Points positifs
Ambiance
Points négatifs
Pression comerciale
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,IT Project Manager,Île-de-France,2021,"L'environnement disant ""agile"" et la réalité complètement différente. Le management top-down, non-transparence, manque de la collaboration... L'effet: beaucoup de burndowns et l'efficacité des équipe médiocre. Difficile à avancer les sujets, les internes dans leurs zone de confort sans envie de travailler
Points positifs
rien
Points négatifs
Le management très top-down, non-transparence, difficile à avancer les sujets
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,18925541,Aix-les-Bains ,2021,"Oubliez la société générale et devenez riche, tans que vous êtes client chez eux vous resterez Morestel pauvre, changez immédiatement la banque.
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Chargée de communication,La Défense ,2021,"Stage + CDD au sein de la Direction de Société Générale avec un CDI proposé à la fin, mais refusé par les RH. En effet, les responsables des ressources humaines préfèrent embaucher en interne et ne laissent aucune chance aux CDD, bien qu'ils soient recommandés par leur manager. Nous sommes formés, renouvelés en CDD mais jamais titularisés.
Les locaux de la Défense sont très bien. Les employés sont bien équipés.
L'ambiance est très politisée ; certains managers craignent leur supérieur et brident leurs équipes. Hiérarchie de travail très verticale.
Points positifs
Equipements modernes
Points négatifs
Relations difficiles avec les RH
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Employée Administrative,Reims ,2021,"Une entreprise a caractère humaine et familiale, très bon souvenir de mon expérience.
Points positifs
Ticket restaurant
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Chef de Projet,La Défense ,2021,"Suivi adapté durant toute la durée de mon contrat. Les contacts du métier en interne sont bien disponibles et cela permet d'acquérir les bonnes notions afin de restituer une expérience et des résultats de qualité.
Points positifs
Infrastructure au top
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Gestionnaire assurance vie liée aux fausses promesses de rentabilité,Orléans,2021,"Je ne sais pas mais sur Orléans très très peu de français avec des origines y travaillent. Faites un sondage les orleannais sont très discriminatoire!
Points positifs
Rien
Points négatifs
Service gestion spécifique
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Conseillère clientèle,Limoges ,2021,"Difficile d évoluer et ambiance pourrie
J’ai été victime de harcèlement
Des cheffaillons vous GUEULENT dessus sans raison et la masse de travail ne vaut pas le salaire
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Opérateur Back Office,Nanterre ,2021,"Très bonne expérience dans le cadre d'une prestation de service, l'ensemble des équipes est très accueillante et sympathique.
Points positifs
Environnement de travail
Points négatifs
Pas de points négatifs.
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Conseillère Banque à Distance,Lyon ,2020,"Je n'ai pas aimé les méthodes de formation trop longues (6 mois). Le CDI déguisé ( a condition de valider sa formation) et la gestion de l'équipe sur place.
Points positifs
Évolution possible
Points négatifs
Stress
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,stage,False,Stage en restauration,Nantes ,2020,"Pendant mon stage de 3e, j’ai travaillé pendant 1 semaine comme un employé. Réception, transformation de matières première puis service aux salariés. C’était très enrichissant mais fatiguant.
Points positifs
Découverte du monde du travail
Points négatifs
Fatiguant
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,True,Chargé d'accueil,Caen ,2020,"Collègues avec plus de maturité que dans certaines autres enseignes bancaires.
Ambiance de travail très conviviale et direction accessible.
Accès à toutes les opérations, on apprend donc beaucoup.
Une de mes meilleures expériences.
Points positifs
Ambiance
Points négatifs
Salaire modeste
"
France,5.0,,True,Chargée d’accueil en banque,Toulouse ,2020,"Une tres bonne entreprise, qui recrute également des personnes via l'interim ce qui permet de se faire une première expérience et d'évoluer autant professionnellement que personnellement. Ils m'ont permis d'apprendre de nombreuses choses et d'évoluer intellectuellement. Si vous faites votre maximum pour travailler le mieux possible, ils vous feront confiance et vous rappellent quand votre mission d'interim est terminé si jamais ils ont d'autres postes disponible et adapté a vous.
Un grand merci aux rh de Toulouse pour leur confiance.
Points positifs
Confiance, RH réactifs, bonne équipe dans les agences, entraide
"
France,2.0,,False,Gestionnaire sinistres,Clichy ,2020,"Là direction juge au physique. Si ton physique ne plaît pas, tu ne reste pas
Points positifs
Facile d’accès
Points négatifs
Les nouveaux à l’écart.
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Conseiller commercial,Lyon ,2020,"C'est une bonne place pour les personnes qui ont une BONNE fibre commerciale.

L'avantage est qu'ils donnent la chance au débutant même sans BTS Banque ou Commerce. Formation très intense car beaucoup de règles à connaitre dans le domaine bancaire. On peut poser des questions mais éviter de la poser plus de deux fois.

Tout est beau quand vos chiffres sont bons une fois intégré(e) dans votre équipe. Ils font très attention aux chiffres (individuellement, l'équipe, le plateau et les autres CRC de France). La période d'essai est de 3 mois renouvelable, même systématiquement renouvelée.

Cependant l'ambiance est bonne, pré-covid il y avait un petit déjeuner tout les vendredi matin.

Même un fauteuil massant dans chaque salle de pause !!
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Conseillé accueil guichet,Amilly ,2020,"Très bon relationnelle. Bonne équipe. Diverses taches . Ambiance agréable.
Points positifs
Bon relationnelle
Points négatifs
Horaires
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Assistante Audit Grands comptes Clients,La Défense & La DEC,2020,"Motivation
Santé de l’équipe
Travail détermination
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Assistant Service Client - Back-Office,Fontenay-sous-Bois ,2020,"Dans mon poste occupé au fraudes cartes bancaires, un libre choix d'excution de travail au quotidien, tout en respectant les tâches requises au bon fonctionnement du service.

Les maitres mots, qui sont Vigilance en Conformité, font parties de ma personnalité et donc cela m'a permis de trouver cette aisance quotidienne ou le temps n'avait plus d'importance en laissant place à la satisfaction clientèle...
Points positifs
Convivialité par l'esprit d'équipe...
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Hotliner,"Je ne me souviens plus, outre ile-de France",2020,"Les journées passait rapidement, beaucoup d'appelles à enchainer
La direction était assez stricte et rigide, les responsable eux était épanouies et cela déteignait sur le reste du monde

Un aspect peut être légèrement morose du au tonalité de l'éclairage
Très bonne ambiance entre collègue

L'aspect difficile étant de me faire rabaisser quand je savais pouvoir faire mieux que je ne l'avait fait

Aspect agréable : Fous rire garantie et bonne ambiance tous les jours
Points positifs
Convivialité
Points négatifs
L'enchainement chalengeant
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,True,Conseillère de Clientèle Premium,Dourdan ,2020,"Entreprise plutôt attractive mais pression commerciale
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Agent Back Office,Orléans ,2020,"J ai travaillé 3 mois en tant qu'agent Back office, au début bonne impression et équipe sympa, finalement hypocrisie et aucune compréhension, la responsable veut que vous soyez opérationnelle rapidement et je n' avance pas car je ne suis pas à l aise et je ne sais rien du milieu bancaire.
Elle veut de la productivité .
Elle pense que je suis lente et je fais ce que je peux.

Heureusement que je n' y travaille plus.


Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Dealer Service Support Coordinator,Service Centre,2020,"Great place to work, management are supportive and considerate with a good level of leadership.

Social culture is good. Apart from your typically self absorbed and irrational employees, that are self absorbed; despite this everyone else is absolutely fine and adheres to a good set of values.
Points positifs
Management, Security, Progression, Social
Points négatifs
Social
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseiller Clientèle Assurance,Orléans ,2020,"Entreprise négative qui vous laissera miroiter des perspectives d'évolution. Mais accrochez vous, c'est un marathon, travail répétitif pendant des décennies à en devenir idiot. Fausse ambiance et atmosphère détendue alors qu'en réalité vous êtes scruté, noté, évalué en permanence à votre insu comme dans une secte et au moindre prétexte on vous recadre pour entrer dans le moule. Aucune place à l'adaptation et à la personnalité, vous deviendrez un robot sans réflexion et vous allez perdre des années à vous rendre compte qu'on vous a menti et manipulé.
Points positifs
Aucun
Points négatifs
Salaire bas
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Conseillère clientèle,Montigny-le-Bretonneux ,2020,"Une belle expérience pour débuter dans le monde de l’assurance le seul hic les horaires mais qui sont compensés par les Rtt dès l’entrée dans l’entreprise
Points positifs
Prime
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Auxiliaire de vacances,Mont-de-Marsan ,2020,"J’ai eu l’occasion de travailler cet été à la société générale en tant qu’auxiliaire d’été et cela a été une très bonne expérience. L’environnement y a été très agréable et les missions qui m’étaient confiées étaient très enrichissantes. J’espère pouvoir renouveler cette expérience.
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Alternant,Saint-Omer ,2020,"Environnement de travail agréable
Équipe motivante et cohésion présente
La politique de la société générale est intéressante et elle est à l’affût des évolutions technologiques
Points positifs
Carte tickets restaurant
Points négatifs
Aucun
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,Chargée de clientèle particuliers,Lyon ,2020,"J’ai travaillé durant 6ans à la Société Générale où j’ai occupé le poste de conseillère de clientèle au CRCM Puis chargée de clientèle en agence.
J’ai apprécié la période de formation avant la prise de poste où j’ai pu apprendre les bases de la banque.
Les perspectives d’évolution étaient très diversifiées et si vous êtes compétent, vous pouvez y évoluer très rapidement, contrairement à d’autres banques.
Par contre, le salaire est bas, l'intéressement participation est négligeable comparé à d’autres banques et un travail dans un climat morose (Fermetures d’agences, suppressions de postes...)
Points positifs
La formation interne Societe Generale
Points négatifs
Salaire bas, ambiance
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,True,CONSEILLER CLIENTELE,France,2020,"Stressant par rapport aux salaires donnés. Ambiance pas fun
Points positifs
Ticket restaurant et mutuelle. Esprit d'équipe
Points négatifs
Salaire, pression, absence de reconnaissance
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseiller commercial,Lyon ,2020,"Je suis resté un mois et demi à la bddf. Et mon constat, un traumatisme ! Vous êtes scruté 100% du temps, vous ne devez pas poser de questions, vous avez un test toutes les semaines si vous avez moins de 75% vous prenez la porte ! Vous devez être efficace de suite, si vous faites une erreur on vous dira que vous avez menti sur votre diplôme et compétences ! Vous êtes seuls face à des e-learning mais surtout ne posez pas de question c'est mal vu ! Mon passage à été un traumatisme !
Points positifs
Proximité centre ville
Points négatifs
L'atmosphère au travail
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,stage,False,Stagiaire,Claye-Souilly ,2020,"Equipe souriante, toujours la pour aider, apprentissage rapide et bien expliquer.
Points positifs
Carte ticket restaurants
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Trade Finance Officer,"Paris, france",2020,"Good balance between personal life and job. Intercultural work environment. Open mind-set.
At the trade finance department our daily goals were very aggressive but I found a cooperative work environment that allow to mange all kind of situation. Managers are always open to get feedback.
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,cdd,False,CDD banque,Le Mans ,2020,"J’ai pu effectuer deux courts CDD auprès de l’ARH et ce fut une très bonne expérience et très humaine. J’ai beaucoup aimé travailler aux ressources humaines.
Points positifs
Équipe agréable
Points négatifs
Pas d’évolution
"
France,5.0,,False,Auxiliaire de banque,Guise ,2020,"J’ai voulu voir le domaine de la banque, un secteur que je ne connaissais pas et qui ne se rapproche pas de mon cursus scolaire ( droit ) mais cela reste une très bonne expérience !
Points positifs
Ticket resto
"
France,5.0,,False,Directeur de mission,La Défense ,2020,"la société générale, ne se base que sur les objectifs quelle vous donne et vous laisse liberté dans la façon de faire, et possibilité d'intervenir sur des projets groupe qui sont normalement hors scope.
Points positifs
développement des compétences
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Chargé de Communication,Nanterre ,2020,"Le cadre est très agréable, les locaux sont neufs, il y a du matériel qui est mis à disposition des collaborateurs (PC, sac à dos, casiers, ...), et le style de management permet de s'épanouir pleinement dans ses missions.
L'entreprise propose de nombreux avantages comme une salle de sport et de bien être, une conciergerie, un CE, ...
Points positifs
Bâtiment neuf, CE, Patio, Salle de sport, Parking, voiture de fonction, ...
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Conseiller en gestion de patrimoine,Hauts-de-Seine,2020,"Le CGP n'est pas expert mais complètement commercial.
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseillère clientèle à distance,Nanterre ,2020,"Vendre vendre et vendre même si c’est mal fait et immoral
Points positifs
Ticket restau
Points négatifs
Tout le reste
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Conseillère clientèle à distance,Montigny-le-Bretonneux ,2020,"Super équipe et direction à l’écoute rien à voir avec la banque
Points positifs
Tout
Points négatifs
Pas de ticket restaurant
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,stage,False,Stage,Paris ,2020,"Une expérience très bonne niveau bureautique.
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Manobrar de maquinas,Nord,2020,"Uma boa empresa, com muitas possibilidades de evoluir na carreira
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Chargée de clientèle,Clichy ,2020,"A fuite au plus vite , si vous faites partis des petits préférés vous serez bien traité sinon c’est ambiance et mentalité puérile de gamins en maternelle .
Points négatifs
Pas de frigo, pas de micro ondes et encore si l’on ne vous chasses pas de la cantine qui est infecte
Évaluez votre entreprise pour afficher tous les avis

"
France,1.0,,False,Conseillère Premium,Paris ,2020,"Le manager imposée des heures supplémentaires toutes les jours. Du 8h30 a 20 heures.

Les collaborateurs sont insultés et humiliés.
Points positifs
Démission
Points négatifs
Conditions de travail
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Mission Intérim Chargée d'accueil,Avrillé ,2020,"Bonne entreprise, prenne le temps de vs formez . Les collègues vs aident ds votre integration.
Points positifs
Essaie de palier le manque de digital
Points négatifs
Tres peu de digital
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Chargée d'Accueil,Lille ,2020,"Cadre agréable de travail et bonne ambiance dans sa globalité.
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,True,Conseiller de Clientèle de Particuliers Bonne Gamme Patrimoniale,"Mazraa - Rue El Mama , Corniche Saeb Salam",2020,"Bonne entreprise formatrice qui m'a permis d'acquérir une expérience complète au niveau bancaire ainsi qu'une gestion avec la clientèle.
Points positifs
Acquisition d'une bonne expérience professionnelle
Points négatifs
C’est un métier ou les relations sont primordiales entre les employés et les clients. Et cela, peut vous conduire à consacrer beaucoup de votre temps libre dans des dîners, week-ends, ou autres événements organisés, au détriment parfois de votre vie de famille.
Évaluez votre entreprise pour afficher tous les avis

"
France,2.0,,False,Conseillère clientèle,Évreux ,2020,"Beaucoup d’attente alors qu’il y a de gros sous effectif partout et rien pour y remédier salaire faible prime intéressement + participation équivalente à la moitié d’un salaire
Prime annuelle de même compte là moutier d un salaire voir 3/4 du salaire quand on est «  un bon élément »
Points positifs
13 eme mois
Points négatifs
stress au travail, surchargé de travaille, salaire
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Auxiliaire de vacances,Le Puy-en-Velay ,2020,"J’ai adoré travailler au sein de la Société Générale!
Cependant j’ai eu du mal à m’habituer à l’intranet
Points positifs
L‘esprit d’équipe, l’équipe, la clientèle, les avantages
Points négatifs
L’intranet
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Conseilliere clientele,Roubaix ,2020,"Toujours le décalage entre la direction et les agences. Personne n’écoute les conseillers qui sont des personnes avec l’expérience terrain
Points positifs
Aucun
Points négatifs
Aucun
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Assistante administrative,Montigny-le-Bretonneux ,2020,"Je me sentais bien calme pour bien se concentrer sur son travail
Points positifs
Goutter, chocolat
Évaluez votre entreprise pour afficher tous les avis

"
France,4.0,,False,Auxiliaire de vacances,Saint-Laurent-du-Pont ,2020,"Je n’y ai travaillé que peu de temps mais l’ambiance générale était satisfaisante
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,KYC analyst,Defense,2020,"J'ai effectue 7 mois la Societe Generale en Banque d'Investissement . Ce fut agreable de passer ce temps car il m'apermis de renforcer mes experiences en risques operationnels et en controle permanent.
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,SOCIETE GENERALE (Intérim) Assistante,La Défense ,2020,"Une des plus belles expériences de ma carrière !
"" The futur is you ""
Aussi je dirai qu'en tant qu'intérimaire on peut être assez limité mais c'est à vous de poser votre pierre et de créer la différence.
Soyez créatifs et osez!
Proposez des axes d'améliorations.
Points positifs
Valeurs de la société et culture d'entreprise
Points négatifs
Salaire
"
France,4.0,,True,Consultant test et validation logicielle,La Défense ,2020,"Bonjour ,

ça fait un an et demi que je travaille à la société générale assurances, j'ai pu initier ma carrière professionnelle dans le domaine de la recette fonctionnelle, j'ai été très bien formé par une équipe des experts tant au niveau technique qu'au niveau fonctionnel et j'ai beaucoup gagner en autonomie après avoir assimilé toutes les compétences nécessaires pour travailler dans des bonnes conditions.

Je recommande vivement cette société.
"
France,5.0,,False,Conseiller Bonne Gamme,La Défense ,2020,"Avis positif
Bonne clientèle et direction qui fais confiance à ses conseillers
Évaluez votre entreprise pour afficher tous les avis

"
France,5.0,,False,Chargée d'accueil,Ivry-la-Bataille ,2020,"Bonne expérience au sein de cette grande entreprise.
Évaluez votre entreprise pour afficher tous les avis

"
France,3.0,,False,CONSEILLERE CLIENTELE,Nanterre ,2020,"Correct

Tout est sur cv
Expérience intéressante principalement sur la relation client
Évaluez votre entreprise pour afficher tous les avis

"
